ceo_initial_data	stage	initial_data_stage
3k_main_ceo_initial_data_character_historical_qu_chuntao	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qu_chuntao	3	3k_main_ceo_initial_data_character_historical_qu_chuntao_ancillaries
3k_main_ceo_initial_data_character_historical_qu_chuntao	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_qu_jing_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qu_jing_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_qu_jing_title
3k_main_ceo_initial_data_character_historical_qu_jing_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qu_jing_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qu_jing_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qu_jing_title	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_qu_jing_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qu_jing_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qu_jing_title	3	3k_main_ceo_initial_data_character_generic_earth_ancillaries_01
3k_main_ceo_initial_data_character_historical_qu_jing_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_qu_pan	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qu_pan	11	3k_main_ceo_initial_data_stage_character_traits_historical_qu_pan
3k_main_ceo_initial_data_character_historical_qu_pan	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qu_pan	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qu_pan	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qu_pan	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_qu_pan	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qu_pan	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qu_pan	3	3k_main_ceo_initial_data_character_historical_qu_pan_ancillaries
3k_main_ceo_initial_data_character_historical_qu_pan	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_qu_yan	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qu_yan	11	3k_main_ceo_initial_data_stage_character_traits_historical_qu_yan
3k_main_ceo_initial_data_character_historical_qu_yan	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qu_yan	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qu_yan	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qu_yan	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_qu_yan	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qu_yan	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qu_yan	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_qu_yan	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_qu_yi	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qu_yi	11	3k_main_ceo_initial_data_stage_character_traits_historical_qu_yi
3k_main_ceo_initial_data_character_historical_qu_yi	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qu_yi	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qu_yi	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qu_yi	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_qu_yi	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qu_yi	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qu_yi	3	3k_main_ceo_initial_data_character_historical_qu_yi_ancillaries
3k_main_ceo_initial_data_character_historical_qu_yi	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_quan_rou	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_quan_rou	11	3k_main_ceo_initial_data_stage_character_traits_historical_quan_rou
3k_main_ceo_initial_data_character_historical_quan_rou	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_quan_rou	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_quan_rou	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_quan_rou	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_quan_rou	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_quan_rou	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_quan_rou	3	3k_main_ceo_initial_data_character_historical_quan_rou_ancillaries
3k_main_ceo_initial_data_character_historical_quan_rou	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_qubei	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qubei	11	3k_main_ceo_initial_data_stage_character_traits_historical_qubei
3k_main_ceo_initial_data_character_historical_qubei	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qubei	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qubei	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qubei	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_qubei	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qubei	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qubei	3	3k_main_ceo_initial_data_character_historical_qubei_ancillaries
3k_main_ceo_initial_data_character_historical_qubei	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_que_xuan_ironic
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	3	3k_main_ceo_initial_data_character_historical_que_xuan_ironic_ancillaries
3k_main_ceo_initial_data_character_historical_que_xuan_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_ren_an_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_ren_an_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_ren_an_title
3k_main_ceo_initial_data_character_historical_ren_an_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_ren_an_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_ren_an_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_ren_an_title	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_ren_an_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_ren_an_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_ren_an_title	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_ren_an_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_ren_qi	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_ren_qi	11	3k_main_ceo_initial_data_stage_character_traits_historical_ren_qi
3k_main_ceo_initial_data_character_historical_ren_qi	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_ren_qi	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_ren_qi	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_ren_qi	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_ren_qi	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_ren_qi	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_main_ceo_initial_data_character_historical_ren_qi	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_ren_qi	3	3k_main_ceo_initial_data_character_historical_ren_qi_ancillaries
3k_main_ceo_initial_data_character_historical_ren_qi	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_rong_fang_ironic
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	3	3k_main_ceo_initial_data_character_historical_rong_fang_ironic_ancillaries
3k_main_ceo_initial_data_character_historical_rong_fang_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_ru_xun_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_ru_xun_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_ru_xun_title
3k_main_ceo_initial_data_character_historical_ru_xun_title	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_main_ceo_initial_data_character_historical_ru_xun_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_ru_xun_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_ru_xun_title	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_ru_xun_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_ru_xun_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_ru_xun_title	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_ru_xun_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_ruan_ji	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_ruan_ji	11	3k_main_ceo_initial_data_stage_character_traits_historical_ruan_ji
3k_main_ceo_initial_data_character_historical_ruan_ji	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_ruan_ji	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_ruan_ji	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_ruan_ji	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_ruan_ji	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_ruan_ji	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
